ESA,Altitude_km,DeltaV_ms,g_max,Prop_s1_t,Prop_s2_t,S1_CFRP,S1_Al,S1_Steel,S2_CFRP,S2_Al,S2_Steel,Fairing_CFRP
699.0699998949079,341.6878541229609,7412.379726800997,4.499,283.6241821339073,62.112643273337255,0.0384470716637534,0.6260959725726879,0.3354569557635587,0.21794025882667628,0.640000791944097,0.14205894922922668,0.595830830534416
