Prop_mass_stage_1,Prop_mass_stage_2,GLOW,Dry_mass_stage_1,Dry_mass_stage_2,ESA_score,GWP_total
261547.04021330815,91498.56097679307,393997.198328593,26299.20672600317,7652.390412488608,1530.5319109952402,3383283.4660004238
