eval,ESA
731,698.9384935950613
732,698.9384919310405
733,699.0569123657378
734,699.0569140315833
735,699.0569130825099
736,699.0569123657378
737,699.0693698543053
738,699.0693715201564
739,699.0693705711187
740,699.0693698543053
741,699.0693698543053
742,699.0698515039052
743,699.0698531696345
744,699.069852220605
745,699.0698515039052
746,699.0698515039052
747,699.0698515039052
748,699.0699257962153
749,699.0699274619657
750,699.0699265128637
751,699.0699257962153
752,699.0699257962153
753,699.0699922776066
754,699.0699939433139
755,699.0699922776066
756,699.0699922776066
757,698.4308116774237
758,698.4308133485042
759,698.4308123882714
760,698.4308116774237
761,699.0057831942377
762,699.0057848587011
763,699.0057839094754
764,699.005783192422
765,699.0057831942377
766,699.0636043020726
767,699.0636059676879
768,699.0636043020726
769,699.0693604609537
770,699.0693621267444
771,699.0693611777847
772,699.06936045678
773,699.0693604609537
774,699.0699359494112
775,699.0699376153289
776,699.0699366659599
777,699.0699359494112
778,699.0699934959845
779,699.0699951615059
780,699.069994212623
781,699.0699934959845
782,698.3988881268025
783,698.3988897980248
784,698.3988888373713
785,698.3988881268025
786,698.3988881268025
787,699.0023522242975
788,699.0023538889129
789,699.0023529399793
790,699.0023523906366
791,699.0632926282866
792,699.0632942938977
793,699.063293344874
794,699.0632926282866
795,699.0632926241798
796,699.0632926282866
797,699.0693236338725
798,699.0693252995619
799,699.069324350534
800,699.0693236338725
801,699.0693236338725
802,699.0699322652134
803,699.0699339307823
804,699.0699329817879
805,699.069931338359
806,699.0699660769878
807,699.0699677427717
808,699.0699667936921
809,699.0699660769878
810,699.0699948110447
811,699.0699964769494
812,699.069995527665
813,699.0699948110447
814,699.0699948110447
