ESA Score,ADEPLmu_norm,GWP (tCO2eq),GLOW (t),Dry_s1 (t),Dry_s2 (t),Prop_s1 (t),Prop_s2 (t),Delta-V (m/s),Final Alt (km)
694.0,6022.96,1917.89,379.01,31.4,5.88,280.67,54.06,7705.22,295.77
